Frame Number,Time Offset,Source,Destination,RSSI (dBm),Protocol Name,Description,"This data was collected by rotating the laptop so that the keyboard faced down the hall. Otherwise, the original position was unaltered."
545,25.0694601,64.233.171.125,10.231.231.191,237 (0xED),TCP,"TCP:[Segment Lost]Flags=...A...., SrcPort=5222, DstPort=2991, PayloadLen=0, Seq=1731801867, Ack=67432742, Win=239","{TCP:2, IPv4:1}"
546,25.1205452,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
547,25.2230125,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
548,25.3254713,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
549,25.4278608,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
550,25.5302067,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
551,25.6324817,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
552,25.7392388,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
553,25.8374497,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
554,25.9398897,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
555,26.0422035,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
556,26.1467365,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
557,26.2042787,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
558,26.2052332,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
559,26.2078706,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
560,26.2470702,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
561,26.3494354,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
562,26.3529922,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
563,26.3538997,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
564,26.3557412,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
565,26.3832081,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
566,26.3841806,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
567,26.3850774,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
568,26.4553184,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
569,26.5542080,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
570,26.5912463,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa",
571,26.5956550,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
572,26.6580601,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
573,26.7582130,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
574,26.7618592,[80000B C94267],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
575,26.8613060,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
576,26.9636921,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
577,27.0661171,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
578,27.1686999,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
579,27.2824719,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
580,27.3734131,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
581,27.4759100,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
582,27.5781113,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
583,27.6806788,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
584,27.7076689,[346895 9F0313],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
585,27.7830478,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
586,27.8854172,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
587,27.9879008,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
588,28.0054107,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
589,28.0239401,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
590,28.0480282,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
591,28.0841368,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 4",
592,28.0938441,[681401 9E5761],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
593,28.0944749,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
594,28.1291590,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
595,28.1663936,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 5",
596,28.1926366,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
597,28.2124546,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
598,28.2504936,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
599,28.2950634,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
600,28.3159004,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
601,28.3540703,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 7",
602,28.3974755,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
603,28.3992469,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
604,28.4368262,[9801A7 951843],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 8",
605,28.4999040,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
606,28.6022311,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
607,28.7046796,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
608,28.8070144,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
609,28.9092970,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
610,29.0118832,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
611,29.0423506,[8C4500 7B15A4],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
612,29.0879527,[8C4500 7B15A4],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
613,29.1141637,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
614,29.1824473,[60D819 7F1AF1],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
615,29.2176741,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
616,29.3199400,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
617,29.4215038,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
618,29.5114365,[60D819 7F1AF1],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
619,29.5238907,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
620,29.5612575,[60D819 7F1AF1],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 238 dBm, Rate = Unknown, SSID = BroadCast SSID",
621,29.6260869,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
622,29.7286030,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
623,29.8425666,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
624,29.8814994,[BC9FEF A25754],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 4",
625,29.9334958,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
626,29.9475396,[BC9FEF A25754],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
627,30.0329764,10.231.231.191,64.233.171.125,,TCP,"TCP:[Continuation to #544]Flags=...AP..., SrcPort=2991, DstPort=5222, PayloadLen=30, Seq=67432742 - 67432772, Ack=1731801867, Win=66","{TCP:2, IPv4:1}"
628,30.0357677,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
629,30.0376327,[BC9FEF A25754],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 7",
630,30.0496336,64.233.171.125,10.231.231.191,238 (0xEE),TCP,"TCP:Flags=...A...., SrcPort=5222, DstPort=2991, PayloadLen=0, Seq=1731801867, Ack=67432772, Win=239","{TCP:2, IPv4:1}"
631,30.1383240,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
632,30.2407149,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
633,30.3430684,[24DEC6 11EF61],[*BROADCAST],238 (0xEE),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 238 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
634,30.4455003,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
635,30.7565554,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
636,30.8550481,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
637,31.0597519,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
638,31.1623253,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
639,31.2646524,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
640,31.3670411,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
641,31.4695508,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
642,31.4834004,[3096FB AF7092],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 6",
643,31.4847154,[3096FB AF7092],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
644,31.5070787,[3096FB AF7092],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = attwifi, Channel = 6",
645,31.5084849,[3096FB AF7092],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID, Channel = 6",
646,31.5717944,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
647,31.6741887,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
648,31.6953678,[60D819 7F1AF1],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
649,31.7766329,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
650,31.8790605,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
651,31.9115841,[60D819 7F1AF1],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementProbe request] ....... RSSI = 237 dBm, Rate = Unknown, SSID = BroadCast SSID",
652,32.0837600,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
653,32.1864258,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
654,32.4024829,[24DEC6 11EF61],[*BROADCAST],237 (0xED),WiFi,"WiFi:[ ManagementBeacon] ....... RSSI = 237 dBm, Rate = Unknown, SSID = tamulink-wpa, Channel = 6",
